Protein1,Protein2,Confidence,Comment
PA4253,PA4262,1,In_reference_set
PA0796,PA0792,1,In_reference_set
PA4743,PA4744,1,In_reference_set
PA4273,PA4271,1,In_reference_set
PA4666,PA5260,1,In_reference_set
PA0382,PA4246,1,In_reference_set
PA0456,PA4932,1,In_reference_set
PA1587,PA1586,1,In_reference_set
PA4238,PA5315,1,In_reference_set
PA5180,PA3657,1,In_reference_set
PA4022,PA5015,1,In_reference_set
PA4807,PA0905,1,In_reference_set
PA4937,PA4246,1,In_reference_set
PA5556,PA5557,1,In_reference_set
PA4385,PA5015,1,In_reference_set
PA3981,PA4271,1,In_reference_set
PA4745,PA4260,1,In_reference_set
PA4542,PA4263,1,In_reference_set
PA4886,PA4776,1,In_reference_set
PA3806,PA2840,1,In_reference_set
PA0155,PA4270,1,In_reference_set
PA3337,PA5012,1,In_reference_set
PA3378,PA3380,1,In_reference_set
PA0966,PA4763,1,In_reference_set
PA5016,PA1587,1,In_reference_set
PA2966,PA4267,1,In_reference_set
PA1080,PA1102,1,In_reference_set
PA4262,PA4272,1,In_reference_set
PA1580,PA1589,1,In_reference_set
PA4448,PA3152,1,In_reference_set
PA2970,PA4268,1,In_reference_set
PA3524,PA4839,1,In_reference_set
PA5054,PA4056,1,In_reference_set
PA3972,PA4563,1,In_reference_set
PA1179,PA2629,1,In_reference_set
PA0873,PA4547,1,In_reference_set
PA3806,PA4568,1,In_reference_set
PA4262,PA4263,1,In_reference_set
PA2620,PA4270,1,In_reference_set
PA1833,PA4583,1,In_reference_set
PA2840,PA4269,1,In_reference_set
PA5555,PA5557,1,In_reference_set
PA3116,PA4238,1,In_reference_set
PA4261,PA4251,1,In_reference_set
PA4481,PA5554,1,In_reference_set
PA4261,PA4248,1,In_reference_set
PA4760,PA2639,1,In_reference_set
PA4246,PA4249,1,In_reference_set
PA4670,PA4277,1,In_reference_set
PA4270,PA3903,1,In_reference_set
PA4270,PA4261,1,In_reference_set
PA4239,PA4267,1,In_reference_set
PA3162,PA4934,1,In_reference_set
PA4967,PA4262,1,In_reference_set
PA4740,PA4258,1,In_reference_set
PA3981,PA4244,1,In_reference_set
PA2840,PA4263,1,In_reference_set
PA5334,PA5366,1,In_reference_set
PA3629,PA5427,1,In_reference_set
PA2619,PA4268,1,In_reference_set
PA1446,PA1447,1,In_reference_set
PA5239,PA4263,1,In_reference_set
PA4261,PA4258,1,In_reference_set
PA0456,PA4273,1,In_reference_set
PA3769,PA3770,1,In_reference_set
PA2642,PA2641,1,In_reference_set
PA5204,PA4283,1,In_reference_set
PA3806,PA4932,1,In_reference_set
PA4411,PA4407,1,In_reference_set
PA5345,PA4275,1,In_reference_set
PA4953,PA4954,1,In_reference_set
PA4967,PA3656,1,In_reference_set
PA4747,PA4243,1,In_reference_set
PA5505,PA5503,1,In_reference_set
PA1443,PA1447,1,In_reference_set
PA1803,PA4277,1,In_reference_set
PA1637,PA0464,1,In_reference_set
PA4031,PA4988,1,In_reference_set
PA0036,PA1758,1,In_reference_set
PA3297,PA4246,1,In_reference_set
PA3823,PA5015,1,In_reference_set
PA4270,PA0579,1,In_reference_set
PA5164,PA5161,1,In_reference_set
PA0155,PA5015,1,In_reference_set
PA3769,PA3777,1,In_reference_set
PA2071,PA4277,1,In_reference_set
PA4408,PA0375,1,In_reference_set
PA3644,PA3642,1,In_reference_set
PA4944,PA3635,1,In_reference_set
PA4061,PA0002,1,In_reference_set
PA3996,PA4385,1,In_reference_set
PA4403,PA4250,1,In_reference_set
PA0003,PA5569,1,In_reference_set
PA5228,PA3807,1,In_reference_set
PA4931,PA4246,1,In_reference_set
PA4407,PA4406,1,In_reference_set
PA3489,PA3492,1,In_reference_set
PA2975,PA5016,1,In_reference_set
PA1833,PA4761,1,In_reference_set
PA3017,PA4385,1,In_reference_set
PA1769,PA4544,1,In_reference_set
PA5009,PA5010,1,In_reference_set
PA4563,PA4559,1,In_reference_set
PA0546,PA0407,1,In_reference_set
PA4670,PA4263,1,In_reference_set
PA5567,PA5565,1,In_reference_set
PA2619,PA4749,1,In_reference_set
PA1589,PA5556,1,In_reference_set
PA3162,PA3161,1,In_reference_set
PA1125,PA4670,1,In_reference_set
PA3640,PA0001,1,In_reference_set
PA3746,PA4263,1,In_reference_set
PA5338,PA4251,1,In_reference_set
PA0438,PA0437,1,In_reference_set
PA4257,PA4263,1,In_reference_set
PA3645,PA3162,1,In_reference_set
PA5372,PA5373,1,In_reference_set
PA0584,PA4277,1,In_reference_set
PA2967,PA2966,1,In_reference_set
PA3168,PA3171,1,In_reference_set
PA2616,PA5308,1,In_reference_set
PA3807,PA4761,1,In_reference_set
PA1086,PA1452,1,In_reference_set
PA4245,PA4246,1,In_reference_set
PA0962,PA0002,1,In_reference_set
PA2840,PA4247,1,In_reference_set
PA4237,PA4238,1,In_reference_set
PA4432,PA4249,1,In_reference_set
PA3938,PA3936,1,In_reference_set
PA3162,PA4243,1,In_reference_set
PA3297,PA4267,1,In_reference_set
PA3981,PA4248,1,In_reference_set
PA1084,PA1086,1,In_reference_set
PA4262,PA4277,1,In_reference_set
PA4952,PA4271,1,In_reference_set
PA3823,PA4246,1,In_reference_set
PA0336,PA4262,1,In_reference_set
PA4748,PA3687,1,In_reference_set
PA2975,PA4260,1,In_reference_set
PA4936,PA4949,1,In_reference_set
PA4251,PA4271,1,In_reference_set
PA4937,PA3656,1,In_reference_set
PA1456,PA4953,1,In_reference_set
PA1780,PA2611,1,In_reference_set
PA5288,PA5124,1,In_reference_set
PA2389,PA5554,1,In_reference_set
PA4241,PA4256,1,In_reference_set
PA3832,PA5050,1,In_reference_set
PA2966,PA1609,1,In_reference_set
PA3725,PA4753,1,In_reference_set
PA5557,PA5558,1,In_reference_set
PA3861,PA4246,1,In_reference_set
PA0456,PA3742,1,In_reference_set
PA2812,PA4258,1,In_reference_set
PA4756,PA0402,1,In_reference_set
PA3806,PA2620,1,In_reference_set
PA0949,PA0002,1,In_reference_set
PA1080,PA1083,1,In_reference_set
PA0003,PA4385,1,In_reference_set
PA3161,PA4267,1,In_reference_set
PA2966,PA4258,1,In_reference_set
PA3617,PA0376,1,In_reference_set
PA5569,PA2840,1,In_reference_set
PA1457,PA1443,1,In_reference_set
PA1809,PA1808,1,In_reference_set
PA5338,PA3297,1,In_reference_set
PA3725,PA4761,1,In_reference_set
PA1080,PA1081,1,In_reference_set
PA0236,PA5016,1,In_reference_set
PA2744,PA5051,1,In_reference_set
PA4238,PA4241,1,In_reference_set
PA4809,PA5180,1,In_reference_set
PA0486,PA5489,1,In_reference_set
PA5500,PA4385,1,In_reference_set
PA3823,PA5316,1,In_reference_set
PA5036,PA5035,1,In_reference_set
PA3981,PA2840,1,In_reference_set
PA4270,PA4260,1,In_reference_set
PA5569,PA4244,1,In_reference_set
PA3646,PA4256,1,In_reference_set
PA1800,PA4267,1,In_reference_set
PA0968,PA4263,1,In_reference_set
PA3700,PA0836,1,In_reference_set
PA2071,PA4267,1,In_reference_set
PA0003,PA5567,1,In_reference_set
PA3656,PA4273,1,In_reference_set
PA3807,PA0002,1,In_reference_set
PA3981,PA3162,1,In_reference_set
PA3972,PA3337,1,In_reference_set
PA2622,PA4239,1,In_reference_set
PA2840,PA5209,1,In_reference_set
PA4678,PA0552,1,In_reference_set
PA5172,PA3834,1,In_reference_set
PA2743,PA4246,1,In_reference_set
PA0945,PA0944,1,In_reference_set
PA4980,PA3590,1,In_reference_set
PA1564,PA3814,1,In_reference_set
PA5153,PA2925,1,In_reference_set
PA5493,PA4238,1,In_reference_set
PA0336,PA3162,1,In_reference_set
PA4450,PA0002,1,In_reference_set
PA2840,PA4248,1,In_reference_set
PA1618,PA4257,1,In_reference_set
PA1456,PA1443,1,In_reference_set
PA0903,PA0934,1,In_reference_set
PA4450,PA4271,1,In_reference_set
PA3617,PA4931,1,In_reference_set
PA4445,PA4403,1,In_reference_set
PA2975,PA1804,1,In_reference_set
PA2975,PA4267,1,In_reference_set
PA1789,PA3017,1,In_reference_set
PA3824,PA3821,1,In_reference_set
PA3636,PA4257,1,In_reference_set
PA4258,PA4264,1,In_reference_set
PA4267,PA0001,1,In_reference_set
PA4967,PA4257,1,In_reference_set
PA2629,PA2627,1,In_reference_set
PA3297,PA3162,1,In_reference_set
PA4241,PA4249,1,In_reference_set
PA0173,PA4953,1,In_reference_set
PA4807,PA5016,1,In_reference_set
PA1071,PA1074,1,In_reference_set
PA1455,PA4269,1,In_reference_set
PA2585,PA4563,1,In_reference_set
PA4394,PA0552,1,In_reference_set
PA2743,PA3656,1,In_reference_set
PA3337,PA4267,1,In_reference_set
PA5426,PA0945,1,In_reference_set
PA1815,PA4257,1,In_reference_set
PA4473,PA4262,1,In_reference_set
PA0173,PA1561,1,In_reference_set
PA3007,PA4821,1,In_reference_set
PA4760,PA4264,1,In_reference_set
PA1804,PA2163,1,In_reference_set
PA5054,PA4481,1,In_reference_set
PA4935,PA4934,1,In_reference_set
PA4760,PA4257,1,In_reference_set
PA4945,PA4942,1,In_reference_set
PA0001,PA4931,1,In_reference_set
PA3374,PA3379,1,In_reference_set
PA0858,PA1587,1,In_reference_set
PA0382,PA4263,1,In_reference_set
PA0363,PA3987,1,In_reference_set
PA4724,PA1587,1,In_reference_set
PA2812,PA4260,1,In_reference_set
PA3650,PA3803,1,In_reference_set
PA4007,PA1001,1,In_reference_set
PA3011,PA3725,1,In_reference_set
PA4413,PA4411,1,In_reference_set
PA0357,PA5315,1,In_reference_set
PA3737,PA2478,1,In_reference_set
PA2071,PA4273,1,In_reference_set
PA0947,PA4670,1,In_reference_set
PA1104,PA1448,1,In_reference_set
PA5569,PA4256,1,In_reference_set
PA5338,PA4241,1,In_reference_set
PA2144,PA2165,1,In_reference_set
PA1079,PA1081,1,In_reference_set
PA2649,PA2647,1,In_reference_set
PA1080,PA1452,1,In_reference_set
PA4749,PA3656,1,In_reference_set
PA4403,PA0546,1,In_reference_set
PA4678,PA1800,1,In_reference_set
PA0004,PA4967,1,In_reference_set
PA1479,PA1475,1,In_reference_set
PA4807,PA0835,1,In_reference_set
PA0004,PA4261,1,In_reference_set
PA1618,PA4261,1,In_reference_set
PA0796,PA0795,1,In_reference_set
PA5569,PA5568,1,In_reference_set
PA4936,PA3656,1,In_reference_set
PA2665,PA4462,1,In_reference_set
PA4646,PA4602,1,In_reference_set
PA4262,PA2071,1,In_reference_set
PA2812,PA4256,1,In_reference_set
PA4052,PA3640,1,In_reference_set
PA4567,PA5315,1,In_reference_set
PA4937,PA4237,1,In_reference_set
PA3742,PA3746,1,In_reference_set
PA3920,PA4778,1,In_reference_set
PA1340,PA0314,1,In_reference_set
PA3972,PA4263,1,In_reference_set
PA2622,PA4241,1,In_reference_set
PA5070,PA5015,1,In_reference_set
PA1094,PA1448,1,In_reference_set
PA4937,PA5316,1,In_reference_set
PA1204,PA0002,1,In_reference_set
PA3980,PA4481,1,In_reference_set
PA2741,PA2744,1,In_reference_set
PA3583,PA3086,1,In_reference_set
PA0009,PA4246,1,In_reference_set
PA4749,PA4751,1,In_reference_set
PA4445,PA4481,1,In_reference_set
PA2975,PA4568,1,In_reference_set
PA4256,PA4257,1,In_reference_set
PA4740,PA4433,1,In_reference_set
PA0768,PA0767,1,In_reference_set
PA3640,PA4935,1,In_reference_set
PA0001,PA5567,1,In_reference_set
PA3167,PA3163,1,In_reference_set
PA4937,PA4261,1,In_reference_set
PA3989,PA3982,1,In_reference_set
PA0944,PA4855,1,In_reference_set
PA0967,PA3656,1,In_reference_set
PA3168,PA2620,1,In_reference_set
PA1081,PA1084,1,In_reference_set
PA4745,PA4670,1,In_reference_set
PA5124,PA5119,1,In_reference_set
PA3297,PA3048,1,In_reference_set
PA2144,PA2160,1,In_reference_set
PA5257,PA5260,1,In_reference_set
PA1803,PA4433,1,In_reference_set
PA3011,PA4270,1,In_reference_set
PA5312,PA0552,1,In_reference_set
PA1610,PA4260,1,In_reference_set
PA2165,PA2160,1,In_reference_set
PA4261,PA4273,1,In_reference_set
PA3635,PA4761,1,In_reference_set
PA3344,PA5016,1,In_reference_set
PA2071,PA5038,1,In_reference_set
PA4138,PA1586,1,In_reference_set
PA5159,PA5160,1,In_reference_set
PA1946,PA1950,1,In_reference_set
PA5554,PA5557,1,In_reference_set
PA3849,PA4138,1,In_reference_set
PA3725,PA1815,1,In_reference_set
PA1321,PA1319,1,In_reference_set
PA4257,PA4258,1,In_reference_set
PA2743,PA4920,1,In_reference_set
PA2840,PA3745,1,In_reference_set
PA0969,PA0973,1,In_reference_set
PA3806,PA3742,1,In_reference_set
PA1816,PA3989,1,In_reference_set
PA1078,PA1084,1,In_reference_set
PA2585,PA5316,1,In_reference_set
PA1505,PA4385,1,In_reference_set
PA4481,PA2341,1,In_reference_set
PA1340,PA1341,1,In_reference_set
PA0576,PA5255,1,In_reference_set
PA5569,PA4241,1,In_reference_set
PA3639,PA4847,1,In_reference_set
PA3050,PA1610,1,In_reference_set
PA1807,PA3376,1,In_reference_set
PA4753,PA4247,1,In_reference_set
PA0733,PA4432,1,In_reference_set
PA5303,PA4258,1,In_reference_set
PA4248,PA4263,1,In_reference_set
PA2743,PA4964,1,In_reference_set
PA4937,PA4257,1,In_reference_set
PA1529,PA3646,1,In_reference_set
PA2975,PA5338,1,In_reference_set
PA4268,PA4272,1,In_reference_set
PA4406,PA3644,1,In_reference_set
PA1455,PA1104,1,In_reference_set
PA1449,PA1102,1,In_reference_set
PA4745,PA4269,1,In_reference_set
PA3111,PA5015,1,In_reference_set
PA2812,PA3337,1,In_reference_set
PA4563,PA4759,1,In_reference_set
PA0546,PA5366,1,In_reference_set
PA4407,PA4761,1,In_reference_set
PA0001,PA4277,1,In_reference_set
PA4744,PA4761,1,In_reference_set
PA0766,PA4446,1,In_reference_set
PA3152,PA5140,1,In_reference_set
PA4465,PA4250,1,In_reference_set
PA1616,PA3437,1,In_reference_set
PA3092,PA2977,1,In_reference_set
PA4246,PA2071,1,In_reference_set
PA0587,PA3337,1,In_reference_set
PA2812,PA4432,1,In_reference_set
PA1481,PA1479,1,In_reference_set
PA3746,PA4567,1,In_reference_set
PA4524,PA5015,1,In_reference_set
PA2585,PA4267,1,In_reference_set
PA3161,PA4258,1,In_reference_set
PA4261,PA4433,1,In_reference_set
PA2812,PA4241,1,In_reference_set
PA2622,PA4246,1,In_reference_set
PA2970,PA4237,1,In_reference_set
PA1585,PA1587,1,In_reference_set
PA4807,PA4258,1,In_reference_set
PA1808,PA4503,1,In_reference_set
PA2634,PA1376,1,In_reference_set
PA4237,PA4262,1,In_reference_set
PA1596,PA3656,1,In_reference_set
PA3981,PA4932,1,In_reference_set
PA3714,PA4246,1,In_reference_set
PA0354,PA1804,1,In_reference_set
PA3636,PA4262,1,In_reference_set
PA3742,PA4263,1,In_reference_set
PA4256,PA4261,1,In_reference_set
PA4595,PA4403,1,In_reference_set
PA4479,PA4481,1,In_reference_set
PA4249,PA4250,1,In_reference_set
PA2476,PA0139,1,In_reference_set
PA4275,PA4273,1,In_reference_set
PA3525,PA5263,1,In_reference_set
PA5012,PA5011,1,In_reference_set
PA5443,PA3656,1,In_reference_set
PA3714,PA4263,1,In_reference_set
PA1804,PA4267,1,In_reference_set
PA4270,PA0376,1,In_reference_set
PA5302,PA5015,1,In_reference_set
PA3442,PA3445,1,In_reference_set
PA4760,PA5239,1,In_reference_set
PA4241,PA4264,1,In_reference_set
PA0374,PA4411,1,In_reference_set
PA1580,PA1586,1,In_reference_set
PA2643,PA2638,1,In_reference_set
PA4753,PA4260,1,In_reference_set
PA3873,PA3875,1,In_reference_set
PA3168,PA5239,1,In_reference_set
PA0155,PA4761,1,In_reference_set
PA1481,PA1475,1,In_reference_set
PA2840,PA4563,1,In_reference_set
PA2962,PA4272,1,In_reference_set
PA4263,PA4273,1,In_reference_set
PA2812,PA4267,1,In_reference_set
PA3823,PA4237,1,In_reference_set
PA5339,PA4761,1,In_reference_set
PA4937,PA4244,1,In_reference_set
PA0733,PA4239,1,In_reference_set
PA3746,PA4568,1,In_reference_set
PA2527,PA2526,1,In_reference_set
PA0456,PA0002,1,In_reference_set
PA0177,PA4967,1,In_reference_set
PA4257,PA4264,1,In_reference_set
PA5569,PA4250,1,In_reference_set
PA4421,PA4413,1,In_reference_set
PA3649,PA3639,1,In_reference_set
PA0903,PA3134,1,In_reference_set
PA0771,PA0935,1,In_reference_set
PA0591,PA0592,1,In_reference_set
PA5372,PA5374,1,In_reference_set
PA0178,PA4953,1,In_reference_set
PA2620,PA3162,1,In_reference_set
PA0354,PA4246,1,In_reference_set
PA4238,PA5316,1,In_reference_set
PA4755,PA4238,1,In_reference_set
PA5163,PA5162,1,In_reference_set
PA4248,PA4271,1,In_reference_set
PA5361,PA5200,1,In_reference_set
PA4241,PA4257,1,In_reference_set
PA1529,PA3617,1,In_reference_set
PA3442,PA3443,1,In_reference_set
PA2925,PA2924,1,In_reference_set
PA2188,PA4385,1,In_reference_set
PA0375,PA0374,1,In_reference_set
PA4251,PA4274,1,In_reference_set
PA0500,PA0503,1,In_reference_set
PA3725,PA4316,1,In_reference_set
PA4445,PA3007,1,In_reference_set
PA4557,PA1476,1,In_reference_set
PA3646,PA3337,1,In_reference_set
PA2620,PA2617,1,In_reference_set
PA4730,PA4761,1,In_reference_set
PA4433,PA4268,1,In_reference_set
PA4432,PA4248,1,In_reference_set
PA2390,PA2988,1,In_reference_set
PA4819,PA3742,1,In_reference_set
PA4678,PA3582,1,In_reference_set
PA3112,PA4029,1,In_reference_set
PA1080,PA1446,1,In_reference_set
PA4161,PA4160,1,In_reference_set
PA4948,PA4271,1,In_reference_set
PA5338,PA5239,1,In_reference_set
PA0964,PA5498,1,In_reference_set
PA4385,PA3875,1,In_reference_set
PA5331,PA5338,1,In_reference_set
PA2585,PA4935,1,In_reference_set
PA4731,PA4729,1,In_reference_set
PA1618,PA3742,1,In_reference_set
PA3636,PA4271,1,In_reference_set
PA1281,PA1278,1,In_reference_set
PA2924,PA2923,1,In_reference_set
PA3116,PA4270,1,In_reference_set
PA5569,PA4263,1,In_reference_set
PA2739,PA2744,1,In_reference_set
PA1162,PA1010,1,In_reference_set
PA1815,PA4250,1,In_reference_set
PA4267,PA4807,1,In_reference_set
PA2648,PA2647,1,In_reference_set
PA4261,PA4272,1,In_reference_set
PA4944,PA3823,1,In_reference_set
PA2975,PA5015,1,In_reference_set
PA3832,PA4271,1,In_reference_set
PA3673,PA3007,1,In_reference_set
PA4744,PA4241,1,In_reference_set
PA2197,PA0837,1,In_reference_set
PA4274,PA4269,1,In_reference_set
PA4258,PA4259,1,In_reference_set
PA1618,PA4563,1,In_reference_set
PA4760,PA0337,1,In_reference_set
PA3746,PA4277,1,In_reference_set
PA0995,PA4385,1,In_reference_set
PA5569,PA4433,1,In_reference_set
PA0456,PA3656,1,In_reference_set
PA3975,PA3976,1,In_reference_set
PA4031,PA1800,1,In_reference_set
PA2132,PA0994,1,In_reference_set
PA3337,PA4761,1,In_reference_set
PA5204,PA4284,1,In_reference_set
PA1800,PA4262,1,In_reference_set
PA0966,PA4234,1,In_reference_set
PA4263,PA4264,1,In_reference_set
PA3948,PA3879,1,In_reference_set
PA2812,PA4385,1,In_reference_set
PA3645,PA4239,1,In_reference_set
PA1443,PA1448,1,In_reference_set
PA4272,PA4270,1,In_reference_set
PA3961,PA1587,1,In_reference_set
PA1447,PA1448,1,In_reference_set
PA4563,PA4560,1,In_reference_set
PA3981,PA3337,1,In_reference_set
PA5054,PA4761,1,In_reference_set
PA2975,PA4937,1,In_reference_set
PA3584,PA3581,1,In_reference_set
PA2351,PA5503,1,In_reference_set
PA3823,PA4257,1,In_reference_set
PA5366,PA4277,1,In_reference_set
PA4248,PA4251,1,In_reference_set
PA4744,PA4263,1,In_reference_set
PA3643,PA4239,1,In_reference_set
PA3489,PA3493,1,In_reference_set
PA5339,PA4239,1,In_reference_set
PA3809,PA3812,1,In_reference_set
PA3981,PA4257,1,In_reference_set
PA2642,PA2640,1,In_reference_set
PA4945,PA4944,1,In_reference_set
PA1832,PA4241,1,In_reference_set
PA0966,PA4609,1,In_reference_set
PA3815,PA5316,1,In_reference_set
PA2585,PA4239,1,In_reference_set
PA3126,PA0148,1,In_reference_set
PA3040,PA4761,1,In_reference_set
PA4731,PA4730,1,In_reference_set
PA3918,PA3916,1,In_reference_set
PA5569,PA4257,1,In_reference_set
PA4056,PA4055,1,In_reference_set
PA1078,PA1102,1,In_reference_set
PA2585,PA4932,1,In_reference_set
PA4246,PA4267,1,In_reference_set
PA3972,PA4935,1,In_reference_set
PA3138,PA1587,1,In_reference_set
PA3646,PA4244,1,In_reference_set
PA4273,PA4272,1,In_reference_set
PA3337,PA4252,1,In_reference_set
PA4238,PA4263,1,In_reference_set
PA2743,PA2744,1,In_reference_set
PA1618,PA5016,1,In_reference_set
PA4246,PA4568,1,In_reference_set
PA1077,PA1086,1,In_reference_set
PA5428,PA1587,1,In_reference_set
PA4741,PA4744,1,In_reference_set
PA4946,PA3162,1,In_reference_set
PA2743,PA4259,1,In_reference_set
PA4996,PA1812,1,In_reference_set
PA3806,PA3048,1,In_reference_set
PA0336,PA4256,1,In_reference_set
PA1077,PA1078,1,In_reference_set
PA4506,PA3376,1,In_reference_set
PA4740,PA4273,1,In_reference_set
PA3981,PA3742,1,In_reference_set
PA3743,PA3745,1,In_reference_set
PA4272,PA4269,1,In_reference_set
PA0733,PA4264,1,In_reference_set
PA2840,PA5019,1,In_reference_set
PA4760,PA3810,1,In_reference_set
PA4967,PA2743,1,In_reference_set
PA4055,PA3337,1,In_reference_set
PA3645,PA2620,1,In_reference_set
PA1102,PA1447,1,In_reference_set
PA1616,PA4761,1,In_reference_set
PA1081,PA1452,1,In_reference_set
PA4819,PA4260,1,In_reference_set
PA3725,PA4609,1,In_reference_set
PA2812,PA4257,1,In_reference_set
PA1319,PA1317,1,In_reference_set
PA4238,PA3162,1,In_reference_set
PA0529,PA5239,1,In_reference_set
PA4432,PA4238,1,In_reference_set
PA5565,PA4784,1,In_reference_set
PA4740,PA4252,1,In_reference_set
PA2987,PA4385,1,In_reference_set
PA3823,PA3162,1,In_reference_set
PA4261,PA4264,1,In_reference_set
PA1580,PA1585,1,In_reference_set
PA5558,PA5560,1,In_reference_set
PA5053,PA1803,1,In_reference_set
PA0968,PA0973,1,In_reference_set
PA5035,PA4277,1,In_reference_set
PA4740,PA2840,1,In_reference_set
PA3742,PA4432,1,In_reference_set
PA0966,PA5345,1,In_reference_set
PA2585,PA5443,1,In_reference_set
PA4807,PA5316,1,In_reference_set
PA3266,PA3048,1,In_reference_set
PA2966,PA3673,1,In_reference_set
PA1640,PA4385,1,In_reference_set
PA0316,PA0330,1,In_reference_set
PA4248,PA4249,1,In_reference_set
PA3758,PA3761,1,In_reference_set
PA4257,PA4262,1,In_reference_set
PA5569,PA4261,1,In_reference_set
PA4246,PA4274,1,In_reference_set
PA4745,PA4263,1,In_reference_set
PA4254,PA4255,1,In_reference_set
PA4269,PA4275,1,In_reference_set
PA0836,PA4277,1,In_reference_set
PA4261,PA4932,1,In_reference_set
PA4745,PA4273,1,In_reference_set
PA2709,PA0932,1,In_reference_set
PA0551,PA4748,1,In_reference_set
PA3725,PA3738,1,In_reference_set
PA5498,PA5501,1,In_reference_set
PA3635,PA4246,1,In_reference_set
PA3811,PA1802,1,In_reference_set
PA4262,PA4268,1,In_reference_set
PA4253,PA4271,1,In_reference_set
PA0455,PA2840,1,In_reference_set
PA4284,PA5016,1,In_reference_set
PA0496,PA4907,1,In_reference_set
PA1456,PA0175,1,In_reference_set
PA3834,PA3832,1,In_reference_set
PA5564,PA1587,1,In_reference_set
PA2840,PA5316,1,In_reference_set
PA3011,PA4246,1,In_reference_set
PA4745,PA4238,1,In_reference_set
