#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
chembl:CHEMBL235097|chebi:"CHEBI:502907"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C13H18BNO4S/c16-5-3-15(4-6-17)9-10-1-2-12-11(7-10)8-13(20-12)14(18)19/h1-2,7-8,16-19H,3-6,9H2"(inchi id)|unknown:ZCHQBQNKHHGUIG-UHFFFAOYSA-N(inchi key)|unknown:"OCCN(CCO)Cc1ccc2sc(cc2c1)B(O)O"(smile)|unknown:chembl235097(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chembl:CHEMBL396889|chebi:"CHEBI:502906"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C17H18BNO4S/c1-22-14-5-4-13(9-15(14)23-2)19-10-11-3-6-16-12(7-11)8-17(24-16)18(20)21/h3-9,19-21H,10H2,1-2H3"(inchi id)|unknown:IQEFBPFYMDWCHP-UHFFFAOYSA-N(inchi key)|unknown:"COc1ccc(NCc2ccc3sc(cc3c2)B(O)O)cc1OC"(smile)|unknown:chembl396889(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502904"|chembl:CHEMBL236203	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C15H13BO2S2/c17-16(18)15-9-12-8-11(6-7-14(12)20-15)10-19-13-4-2-1-3-5-13/h1-9,17-18H,10H2"(inchi id)|unknown:NKBQQHAXUYEGJK-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CSc3ccccc3)ccc2s1"(smile)|unknown:chembl236203(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502902"|chembl:CHEMBL237181	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C16H15BO3S/c18-17(19)16-9-14-8-13(6-7-15(14)21-16)11-20-10-12-4-2-1-3-5-12/h1-9,18-19H,10-11H2"(inchi id)|unknown:FQAPYKJKLMNWLX-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(COCc3ccccc3)ccc2s1"(smile)|unknown:chembl237181(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502899"|chembl:CHEMBL237390	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C15H11BCl2O3S/c17-12-3-2-11(7-13(12)18)21-8-9-1-4-14-10(5-9)6-15(22-14)16(19)20/h1-7,19-20H,8H2"(inchi id)|unknown:ORYFBEFEVAROPS-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(COc3ccc(Cl)c(Cl)c3)ccc2s1"(smile)|unknown:chembl237390(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502897"|chembl:CHEMBL396871	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C15H13BO3S/c17-16(18)15-9-12-8-11(6-7-14(12)20-15)10-19-13-4-2-1-3-5-13/h1-9,17-18H,10H2"(inchi id)|unknown:KUVZFYLSYWXFBD-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(COc3ccccc3)ccc2s1"(smile)|unknown:chembl396871(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chembl:CHEMBL396872|chebi:"CHEBI:502894"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C15H12BCl2NO2S/c17-12-3-2-11(7-13(12)18)19-8-9-1-4-14-10(5-9)6-15(22-14)16(20)21/h1-7,19-21H,8H2"(inchi id)|unknown:WJLXVAIRFZLEMT-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CNc3ccc(Cl)c(Cl)c3)ccc2s1"(smile)|unknown:chembl396872(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chembl:CHEMBL235293|chebi:"CHEBI:502892"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C18H14BF6NO3S/c20-17(21,22)16(27,18(23,24)25)12-2-4-13(5-3-12)26-9-10-1-6-14-11(7-10)8-15(30-14)19(28)29/h1-8,26-29H,9H2"(inchi id)|unknown:AGZMSTRZJHCCDI-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CNc3ccc(cc3)C(O)(C(F)(F)F)C(F)(F)F)ccc2s1"(smile)|unknown:chembl235293(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502890"|chembl:CHEMBL235292	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C15H13BN2O4S/c19-16(20)15-7-11-6-10(4-5-14(11)23-15)9-17-12-2-1-3-13(8-12)18(21)22/h1-8,17,19-20H,9H2"(inchi id)|unknown:XVMINMUHFBYDMD-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CNc3cccc(c3)[N+](=O)[O-])ccc2s1"(smile)|unknown:chembl235292(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502889"|chembl:CHEMBL235291	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C10H10BNO3S/c13-6-12-5-7-1-2-9-8(3-7)4-10(16-9)11(14)15/h1-4,6,14-15H,5H2,(H,12,13)"(inchi id)|unknown:HGLTXGPYNBUTBC-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CNC=O)ccc2s1"(smile)|unknown:chembl235291(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chembl:CHEMBL396390|chebi:"CHEBI:502888"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C8H8BNO2S/c10-6-1-2-7-5(3-6)4-8(13-7)9(11)12/h1-4,11-12H,10H2"(inchi id)|unknown:JKKGGMCLDMDJBH-UHFFFAOYSA-N(inchi key)|unknown:"Nc1ccc2sc(cc2c1)B(O)O"(smile)|unknown:chembl396390(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chembl:CHEMBL235073|chebi:"CHEBI:502887"	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C11H10BNO4S/c14-6-13(7-15)5-8-1-2-10-9(3-8)4-11(18-10)12(16)17/h1-4,6-7,16-17H,5H2"(inchi id)|unknown:GVTZPLCQJFQOTQ-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(CN(C=O)C=O)ccc2s1"(smile)|unknown:chembl235073(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502886"|chembl:CHEMBL395398	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C8H7BO3S/c10-6-1-2-7-5(3-6)4-8(13-7)9(11)12/h1-4,10-12H"(inchi id)|unknown:VDCIKADVYWVDGT-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(O)ccc2s1"(smile)|unknown:chembl395398(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:502885"|chembl:CHEMBL397522	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C8H6BBrO2S/c10-6-1-2-7-5(3-6)4-8(13-7)9(11)12/h1-4,11-12H"(inchi id)|unknown:RUQKSUMPFAJLNQ-UHFFFAOYSA-N(inchi key)|unknown:"OB(O)c1cc2cc(Br)ccc2s1"(smile)|unknown:chembl397522(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Venturelli et al (2007)	pubmed:17956081	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL901565	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:741547"|chembl:CHEMBL1160008	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C20H10I4O4/c21-13-5-9(6-14(22)18(13)25)17(10-7-15(23)19(26)16(24)8-10)11-3-1-2-4-12(11)20(27)28/h1-8,25H,(H,27,28)"(inchi id)|unknown:KVFPRLVRGPLMDH-UHFFFAOYSA-N(inchi key)|unknown:"OC(=O)c1ccccc1C(=C2C=C(I)C(=O)C(=C2)I)c3cc(I)c(O)c(I)c3"(smile)|unknown:chembl1160008(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	McGovern et al (2003)	pubmed:13678405	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL649988	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:741547"|chembl:CHEMBL1160008	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C20H10I4O4/c21-13-5-9(6-14(22)18(13)25)17(10-7-15(23)19(26)16(24)8-10)11-3-1-2-4-12(11)20(27)28/h1-8,25H,(H,27,28)"(inchi id)|unknown:KVFPRLVRGPLMDH-UHFFFAOYSA-N(inchi key)|unknown:"OC(=O)c1ccccc1C(=C2C=C(I)C(=O)C(=C2)I)c3cc(I)c(O)c(I)c3"(smile)|unknown:chembl1160008(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	McGovern et al (2003)	pubmed:13678405	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL649989	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:741547"|chembl:CHEMBL1160008	uniprotkb:P62593|chembl:CHEMBL2065	-	uniprotkb:blaT-6(gene name)	unknown:"InChI=1S/C20H10I4O4/c21-13-5-9(6-14(22)18(13)25)17(10-7-15(23)19(26)16(24)8-10)11-3-1-2-4-12(11)20(27)28/h1-8,25H,(H,27,28)"(inchi id)|unknown:KVFPRLVRGPLMDH-UHFFFAOYSA-N(inchi key)|unknown:"OC(=O)c1ccccc1C(=C2C=C(I)C(=O)C(=C2)I)c3cc(I)c(O)c(I)c3"(smile)|unknown:chembl1160008(shortLabel)	uniprotkb:Beta-lactamase TEM(gene name synonym)|uniprotkb:IRT-4(gene name synonym)|uniprotkb:Penicillinase(gene name synonym)|uniprotkb:TEM-1(gene name synonym)|uniprotkb:TEM-16/CAZ-7(gene name synonym)|uniprotkb:TEM-2(gene name synonym)|uniprotkb:TEM-24/CAZ-6(gene name synonym)|uniprotkb:TEM-3(gene name synonym)|uniprotkb:TEM-4(gene name synonym)|uniprotkb:TEM-5(gene name synonym)|uniprotkb:TEM-6(gene name synonym)|uniprotkb:TEM-8/CAZ-2(gene name synonym)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|uniprotkb:and(gene name)|unknown:blat_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	McGovern et al (2003)	pubmed:13678405	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL649990	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:569386"|chembl:CHEMBL522363	uniprotkb:B0BL08|chembl:CHEMBL5441	-	uniprotkb:dfrA17(gene name)	unknown:"InChI=1S/C18H16N4O6S2/c1-8-13(12-14(25)20-17(19)21-15(12)29-8)30-10-4-2-9(3-5-10)16(26)22(18(27)28)7-6-11(23)24/h2-5H,6-7H2,1H3,(H,23,24)(H,27,28)(H3,19,20,21,25)"(inchi id)|unknown:JOQXWQAZSGUWDV-UHFFFAOYSA-N(inchi key)|unknown:"Cc1sc2N=C(N)NC(=O)c2c1Sc3ccc(cc3)C(=O)N(CCC(=O)O)C(=O)O"(smile)|unknown:chembl522363(shortLabel)	uniprotkb:Dihydrofolate reductase(gene name synonym)|unknown:b0bl08_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2008)	pubmed:18800768	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1034983	chembl:high(ChEMBL given confidence)
chebi:"CHEBI:45924"|chembl:CHEMBL22	uniprotkb:B0BL08|chembl:CHEMBL5441	-	uniprotkb:dfrA17(gene name)	unknown:Proloprin|unknown:Monotrim|unknown:Trimethoprim|unknown:Polytrim|unknown:Primsol|unknown:Trimpex 200|unknown:Trimpex|unknown:BW-56-72|unknown:Proloprim|unknown:"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)"(inchi id)|unknown:IEDVJHCEMCRBQM-UHFFFAOYSA-N(inchi key)|unknown:"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC"(smile)|unknown:proloprin(shortLabel)	uniprotkb:Dihydrofolate reductase(gene name synonym)|unknown:b0bl08_ecolx(shortLabel)	psi-mi:"MI:0401"(biochemical)	Gangjee et al (2008)	pubmed:18800768	-	taxid:562(escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0967"(ChEMBL)	chembl:CHEMBL1034983	chembl:high(ChEMBL given confidence)
